MaritalStatus,ApplicationMode,ApplicationOrder,Course,Attendance,PrevQual,PreviousGrade,Nationality,MotherQual,FatherQual,MotherOcc,FatherOcc,AdmissionGrade,Displaced,SpecialNeeds,Debtor,TuitionUpToDate,Gender,Scholarship,Age,International,s1_credited,s1_enrolled,s1_eval,s1_approved,s1_grade,s1_wo_eval,s2_credited,s2_enrolled,s2_eval,s2_approved,s2_grade,s2_wo_eval,UnempRate,Inflation,GDP,financial_risk,vulnerability_idx,academic_distress,total_failures,age_x_scholarship,age_x_financial_risk,gdp_x_debtor,unemp_x_age,gdp_x_tuition,inflation_x_debtor,admission_vs_prevgrade,parent_qual_avg,parent_occ_avg,s1_approval_rate,s1_eval_rate,s1_credit_rate,s1_pass_efficiency,s1_eval_gap,s1_failed,low_grade_flag_s1,zero_grade_s1,s2_approval_rate,s2_eval_rate,s2_credit_rate,s2_pass_efficiency,s2_eval_gap,s2_failed,s1_to_s2_grade_delta,s1_to_s2_approved_delta,avg_grade,cum_approved,cum_failed,low_grade_flag_s2,zero_grade_s2,momentum_score,cum_efficiency,grade_per_approved,eval_participation_gap,Target
2,39,1,9991,0,19,133.1,1,37,1,5,5,138.3,0,0,0,1,1,0,44,0,0,5,9,3,11.333333333333334,0,0,5,8,5,11.142857142857142,0,13.9,-0.3,0.79,0,0,2,2,0,0,0.0,611.6,0.79,-0.0,5.200000000000017,19.0,5.0,0.6,1.8,0.0,0.3333333333333333,-4,2,0,0,1.0,1.6,0.0,0.625,-3,0,-0.19047619047619158,2,11.238095238095237,8,2,0,0,-2.1904761904761916,0.8,1.4047619047619047,-7,1
2,1,4,8014,0,1,140.0,1,34,34,0,0,128.0,1,0,0,1,1,0,37,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,0,1,14,12,0,0,-0.0,347.8,-3.12,-0.0,-12.0,34.0,0.0,0.0,0.0,0.0,0.0,6,6,0,1,0.0,0.0,0.0,0.0,6,6,0.0,0,0.0,0,12,0,1,0.0,0.0,0.0,12,1
2,39,1,171,1,19,100.0,1,37,37,9,9,139.0,0,0,0,1,1,0,36,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,0,0,2,0,0,0,0.0,388.8,1.74,0.0,39.0,37.0,9.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0.0,0.0,0.0,0,1
1,1,2,9991,0,1,123.0,1,1,3,4,2,113.2,0,0,0,0,1,0,22,0,0,5,7,3,11.666666666666666,0,0,5,8,2,10.5,2,7.6,2.6,0.32,1,1,5,5,0,22,0.0,167.2,0.0,0.0,-9.799999999999997,2.0,3.0,0.6,1.4,0.0,0.42857142857142855,-2,2,0,0,0.4,1.6,0.0,0.25,-3,3,-1.166666666666666,-1,11.083333333333332,5,5,0,0,-0.16666666666666607,0.5,2.2166666666666663,-5,1
2,39,1,8014,0,19,133.1,1,37,37,6,6,139.0,0,0,0,1,1,0,49,0,0,6,8,6,12.166666666666666,0,0,6,8,6,14.428571428571429,0,12.4,0.5,1.79,0,0,0,0,0,0,0.0,607.6,1.79,0.0,5.900000000000006,37.0,6.0,1.0,1.3333333333333333,0.0,0.75,-2,0,0,0,1.0,1.3333333333333333,0.0,0.75,-2,0,2.2619047619047628,0,13.297619047619047,12,0,0,0,2.2619047619047628,1.0,1.1081349206349207,-4,0
1,51,1,9773,1,1,135.0,1,1,42,5,3,110.0,1,0,0,1,1,0,23,0,0,6,7,6,13.333333333333334,0,0,6,6,4,12.75,0,11.1,0.6,2.02,0,1,2,2,0,0,0.0,255.29999999999998,2.02,0.0,-25.0,21.5,4.0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,0,0,0.6666666666666666,1.0,0.0,0.6666666666666666,0,2,-0.5833333333333339,-2,13.041666666666668,10,2,0,0,1.416666666666666,0.8333333333333334,1.3041666666666667,-1,0
2,43,1,8014,0,1,120.0,1,37,37,5,5,161.1,0,0,0,1,1,0,47,0,0,6,9,6,12.142857142857142,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,0,0,7,6,0,0,-0.0,761.4,-0.92,0.0,41.099999999999994,37.0,5.0,1.0,1.5,0.0,0.6666666666666666,-3,0,0,0,0.0,1.0,0.0,0.0,0,6,-12.142857142857142,-6,6.071428571428571,6,6,0,1,-6.142857142857142,0.5,1.0119047619047619,-3,1
1,43,1,9003,1,1,130.0,1,1,2,4,2,130.0,0,0,0,1,1,0,28,0,9,18,36,17,13.058823529411764,1,6,12,15,12,12.307692307692308,0,15.5,2.8,-4.06,0,0,1,1,0,0,-0.0,434.0,-4.06,0.0,0.0,1.5,3.0,0.9444444444444444,2.0,0.5,0.4722222222222222,-18,1,0,0,1.0,1.25,0.5,0.8,-3,0,-0.7511312217194561,-5,12.683257918552037,29,1,0,0,4.248868778280544,0.9666666666666667,0.4373537213293806,-21,0
1,1,1,9254,1,1,133.1,1,38,1,9,9,121.0,0,0,1,0,1,0,21,0,0,6,9,5,11.833333333333334,0,0,6,8,5,10.0,0,8.9,1.4,3.51,2,2,2,2,0,42,3.51,186.9,0.0,1.4,-12.099999999999994,19.5,9.0,0.8333333333333334,1.5,0.0,0.5555555555555556,-3,1,0,0,0.8333333333333334,1.3333333333333333,0.0,0.625,-2,1,-1.833333333333334,0,10.916666666666668,10,2,0,0,-1.833333333333334,0.8333333333333334,1.0916666666666668,-5,1
1,43,1,9238,1,39,120.0,1,2,1,1,2,118.6,0,0,0,1,1,0,21,0,9,11,14,10,12.4,0,6,10,13,10,11.8,0,13.9,-0.3,0.79,0,0,1,1,0,0,0.0,291.90000000000003,0.79,-0.0,-1.4000000000000057,1.5,1.5,0.9090909090909091,1.2727272727272727,0.8181818181818182,0.7142857142857143,-3,1,0,0,1.0,1.3,0.6,0.7692307692307693,-3,0,-0.5999999999999996,0,12.100000000000001,20,1,0,0,-0.5999999999999996,0.9523809523809523,0.6050000000000001,-6,0
2,42,1,9147,1,1,133.1,1,37,37,9,9,115.8,0,0,0,0,1,0,49,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,1,1,12,10,0,49,0.0,529.2,0.0,0.0,-17.299999999999997,37.0,9.0,0.0,1.0,0.0,0.0,0,5,0,1,0.0,1.8,0.0,0.0,-4,5,0.0,0,0.0,0,10,0,1,0.0,0.0,0.0,-4,1
1,39,1,9991,0,1,120.0,1,19,37,6,8,160.0,0,0,0,1,1,0,40,0,0,5,5,5,11.0,0,0,5,5,5,13.4,0,15.5,2.8,-4.06,0,0,0,0,0,0,-0.0,620.0,-4.06,0.0,40.0,28.0,7.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,2.4000000000000004,0,12.2,10,0,0,0,2.4000000000000004,1.0,1.22,0,0
1,17,1,9254,1,1,125.0,1,1,1,3,3,114.5,0,0,0,1,1,1,22,0,0,6,8,6,13.625,0,0,6,8,6,14.428571428571429,0,11.1,0.6,2.02,0,1,0,0,22,0,0.0,244.2,2.02,0.0,-10.5,1.0,3.0,1.0,1.3333333333333333,0.0,0.75,-2,0,0,0,1.0,1.3333333333333333,0.0,0.75,-2,0,0.8035714285714288,0,14.026785714285715,12,0,0,0,0.8035714285714288,1.0,1.1688988095238095,-4,0
1,39,1,9991,0,1,133.1,1,3,38,2,7,121.7,0,0,0,1,1,0,31,0,0,5,5,0,0.0,0,0,5,7,0,0.0,0,13.9,-0.3,0.79,0,0,12,10,0,0,0.0,430.90000000000003,0.79,-0.0,-11.399999999999991,20.5,4.5,0.0,1.0,0.0,0.0,0,5,0,1,0.0,1.4,0.0,0.0,-2,5,0.0,0,0.0,0,10,0,1,0.0,0.0,0.0,-2,1
1,42,1,9119,1,1,120.0,1,5,5,2,2,115.0,0,0,0,1,1,0,30,0,1,6,9,2,15.0,0,1,6,7,2,13.5,0,15.5,2.8,-4.06,0,0,8,8,0,0,-0.0,465.0,-4.06,0.0,-5.0,5.0,2.0,0.3333333333333333,1.5,0.16666666666666666,0.2222222222222222,-3,4,0,0,0.3333333333333333,1.1666666666666667,0.16666666666666666,0.2857142857142857,-1,4,-1.5,0,14.25,4,8,0,0,-1.5,0.3333333333333333,3.5625,-4,1
1,1,1,9238,1,1,127.0,1,37,37,5,10,125.3,0,0,0,1,1,0,19,0,0,6,9,5,10.8,0,0,6,11,5,11.0,0,7.6,2.6,0.32,0,0,2,2,0,0,0.0,144.4,0.32,0.0,-1.7000000000000028,37.0,7.5,0.8333333333333334,1.5,0.0,0.5555555555555556,-3,1,0,0,0.8333333333333334,1.8333333333333333,0.0,0.45454545454545453,-5,1,0.1999999999999993,0,10.9,10,2,0,0,0.1999999999999993,0.8333333333333334,1.09,-8,0
1,18,1,9147,1,1,131.0,1,34,34,90,90,131.0,0,0,0,1,1,0,22,0,0,5,11,3,13.666666666666666,0,0,5,10,3,11.333333333333334,0,9.4,-0.8,-3.12,0,0,4,4,0,0,-0.0,206.8,-3.12,-0.0,0.0,34.0,90.0,0.6,2.2,0.0,0.2727272727272727,-6,2,0,0,0.6,2.0,0.0,0.3,-5,2,-2.333333333333332,0,12.5,6,4,0,0,-2.333333333333332,0.6,2.0833333333333335,-11,1
1,1,1,9773,1,1,127.0,1,19,37,9,9,126.3,0,0,0,1,1,0,19,0,0,6,8,6,12.833333333333334,0,0,6,8,6,13.333333333333334,0,15.5,2.8,-4.06,0,0,0,0,0,0,-0.0,294.5,-4.06,0.0,-0.7000000000000028,28.0,9.0,1.0,1.3333333333333333,0.0,0.75,-2,0,0,0,1.0,1.3333333333333333,0.0,0.75,-2,0,0.5,0,13.083333333333334,12,0,0,0,0.5,1.0,1.090277777777778,-4,0
1,17,1,171,1,1,132.0,1,1,37,4,9,127.1,0,0,0,0,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,1,1,2,0,0,21,0.0,159.6,0.0,0.0,-4.900000000000006,19.0,6.5,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0.0,0.0,0.0,0,1
1,17,3,9670,1,1,137.0,1,1,38,4,7,138.4,0,0,0,1,1,0,19,0,0,6,8,6,15.125,0,0,6,7,6,13.428571428571429,0,11.1,0.6,2.02,0,0,0,0,0,0,0.0,210.9,2.02,0.0,1.4000000000000057,19.5,5.5,1.0,1.3333333333333333,0.0,0.75,-2,0,0,0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,-1.6964285714285712,0,14.276785714285715,12,0,0,0,-1.6964285714285712,1.0,1.189732142857143,-3,0
1,43,2,9147,1,1,126.0,1,1,19,3,3,100.0,1,0,0,1,1,0,22,0,0,5,11,0,0.0,0,0,5,7,1,10.0,1,16.2,0.3,-0.92,0,1,10,9,0,0,-0.0,356.4,-0.92,0.0,-26.0,10.0,3.0,0.0,2.2,0.0,0.0,-6,5,0,1,0.2,1.4,0.0,0.14285714285714285,-2,4,10.0,1,5.0,1,9,0,0,9.0,0.1,5.0,-8,1
1,1,1,9238,1,1,136.0,1,4,5,2,2,126.2,0,0,0,1,1,0,22,0,0,6,10,5,11.4,0,0,6,8,5,11.0,0,10.8,1.4,1.74,0,0,2,2,0,0,0.0,237.60000000000002,1.74,0.0,-9.799999999999997,4.5,2.0,0.8333333333333334,1.6666666666666667,0.0,0.5,-4,1,0,0,0.8333333333333334,1.3333333333333333,0.0,0.625,-2,1,-0.40000000000000036,0,11.2,10,2,0,0,-0.40000000000000036,0.8333333333333334,1.1199999999999999,-6,0
1,1,1,9238,1,1,124.0,1,1,1,4,4,118.8,0,0,0,1,1,0,19,0,0,6,12,4,12.25,0,0,6,9,6,11.0,0,9.4,-0.8,-3.12,0,0,2,2,0,0,-0.0,178.6,-3.12,-0.0,-5.200000000000003,1.0,4.0,0.6666666666666666,2.0,0.0,0.3333333333333333,-6,2,0,0,1.0,1.5,0.0,0.6666666666666666,-3,0,-1.25,2,11.625,10,2,0,0,-3.25,0.8333333333333334,1.1625,-9,0
1,39,1,9254,1,39,137.0,1,1,1,5,10,124.5,0,0,0,0,1,0,26,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,1,1,14,12,0,26,-0.0,421.2,-0.0,0.0,-12.5,1.0,7.5,0.0,0.0,0.0,0.0,6,6,0,1,0.0,0.0,0.0,0.0,6,6,0.0,0,0.0,0,12,0,1,0.0,0.0,0.0,12,1
1,17,1,9147,1,1,133.1,1,1,19,4,8,95.0,0,0,0,1,1,0,20,0,0,5,14,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,0,0,12,10,0,0,0.0,222.0,2.02,0.0,-38.099999999999994,10.0,6.0,0.0,2.8,0.0,0.0,-9,5,0,1,0.0,1.0,0.0,0.0,0,5,0.0,0,0.0,0,10,0,1,0.0,0.0,0.0,-9,1
1,7,1,9130,1,3,140.0,1,2,38,2,3,140.0,1,0,0,0,1,0,18,0,2,5,7,2,13.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,1,2,9,8,0,18,-0.0,228.6,-0.0,0.0,0.0,20.0,2.5,0.4,1.4,0.4,0.2857142857142857,-2,3,0,0,0.0,1.0,0.0,0.0,0,5,-13.0,-2,6.5,2,8,0,1,-11.0,0.2,3.25,-2,1
4,43,2,9991,0,38,133.1,1,3,1,2,9,125.4,0,0,0,1,1,0,39,0,0,2,5,0,0.0,0,0,4,4,0,0.0,0,10.8,1.4,1.74,0,0,8,6,0,0,0.0,421.20000000000005,1.74,0.0,-7.699999999999989,2.0,5.5,0.0,2.5,0.0,0.0,-3,2,0,1,0.0,1.0,0.0,0.0,0,4,0.0,0,0.0,0,6,0,1,0.0,0.0,0.0,-3,1
1,1,1,9500,1,1,141.0,1,19,1,90,90,128.0,0,0,0,1,1,0,18,0,0,8,8,0,0.0,3,0,8,8,0,0.0,3,10.8,1.4,1.74,0,0,18,16,0,0,0.0,194.4,1.74,0.0,-13.0,10.0,90.0,0.0,1.0,0.0,0.0,0,8,0,1,0.0,1.0,0.0,0.0,0,8,0.0,0,0.0,0,16,0,1,0.0,0.0,0.0,0,1
1,17,3,9119,1,1,130.0,1,1,38,3,3,129.3,0,0,0,1,1,1,18,0,0,5,5,5,13.0,0,0,5,5,5,14.2,0,8.9,1.4,3.51,0,1,0,0,18,0,0.0,160.20000000000002,3.51,0.0,-0.6999999999999886,19.5,3.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,1.1999999999999993,0,13.6,10,0,0,0,1.1999999999999993,1.0,1.3599999999999999,0,0
1,1,1,9238,1,1,160.0,1,19,38,9,9,152.0,0,0,0,1,1,1,19,0,0,6,7,6,13.857142857142858,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,0,1,0,0,19,0,0.0,264.1,0.79,-0.0,-8.0,28.5,9.0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,0,0,1.0,1.0,0.0,1.0,0,0,0.14285714285714235,0,13.928571428571429,12,0,0,0,0.14285714285714235,1.0,1.1607142857142858,-1,0
1,1,1,9500,1,1,140.0,1,1,19,9,9,128.8,0,0,0,1,1,0,18,0,0,7,7,6,13.391666666666666,0,0,8,8,8,12.4875,0,12.4,0.5,1.79,0,0,1,1,0,0,0.0,223.20000000000002,1.79,0.0,-11.199999999999989,10.0,9.0,0.8571428571428571,1.0,0.0,0.8571428571428571,0,1,0,0,1.0,1.0,0.0,1.0,0,0,-0.904166666666665,2,12.939583333333333,14,1,0,0,-2.904166666666665,0.9333333333333333,0.9242559523809524,0,0
1,1,1,9147,1,1,150.0,1,34,19,0,4,152.8,1,0,0,1,1,1,18,0,0,5,7,4,12.75,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0,2,7,6,18,0,0.0,136.79999999999998,0.32,0.0,2.8000000000000114,26.5,2.0,0.8,1.4,0.0,0.5714285714285714,-2,1,0,0,0.0,1.0,0.0,0.0,0,5,-12.75,-4,6.375,4,6,0,1,-8.75,0.4,1.59375,-2,1
1,44,1,9130,1,39,150.0,1,37,37,6,6,150.0,1,0,0,1,1,0,22,0,0,5,7,4,14.5,0,0,5,5,5,14.6,0,10.8,1.4,1.74,0,1,1,1,0,0,0.0,237.60000000000002,1.74,0.0,0.0,37.0,6.0,0.8,1.4,0.0,0.5714285714285714,-2,1,0,0,1.0,1.0,0.0,1.0,0,0,0.09999999999999964,1,14.55,9,1,0,0,-0.9000000000000004,0.9,1.6166666666666667,-2,0
1,1,1,9238,1,1,133.1,1,1,1,3,4,112.0,0,0,0,1,1,0,19,0,0,6,7,6,12.166666666666666,0,0,6,6,6,12.166666666666666,0,12.4,0.5,1.79,0,0,0,0,0,0,0.0,235.6,1.79,0.0,-21.099999999999994,1.0,3.5,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,0,0,1.0,1.0,0.0,1.0,0,0,0.0,0,12.166666666666666,12,0,0,0,0.0,1.0,1.0138888888888888,-1,0
1,1,1,9130,1,1,152.0,1,19,37,9,8,135.6,1,0,0,1,1,0,18,0,0,5,5,5,15.4,0,0,5,5,5,15.6,0,12.7,3.7,-1.7,0,1,0,0,0,0,-0.0,228.6,-1.7,0.0,-16.400000000000006,28.0,8.5,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,0.1999999999999993,0,15.5,10,0,0,0,0.1999999999999993,1.0,1.55,0,1
1,39,1,9119,1,19,133.1,1,1,1,4,3,134.4,0,0,1,0,1,0,31,0,0,5,9,2,13.333333333333334,0,0,5,9,2,16.0,4,16.2,0.3,-0.92,2,2,6,6,0,62,-0.92,502.2,-0.0,0.3,1.3000000000000114,1.0,3.5,0.4,1.8,0.0,0.2222222222222222,-4,3,0,0,0.4,1.8,0.0,0.2222222222222222,-4,3,2.666666666666666,0,14.666666666666668,4,6,0,0,2.666666666666666,0.4,3.666666666666667,-8,1
1,39,1,9991,0,1,130.0,1,3,1,3,3,120.5,0,0,0,1,1,0,28,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0,0,12,10,0,0,-0.0,355.59999999999997,-1.7,0.0,-9.5,2.0,3.0,0.0,1.0,0.0,0.0,0,5,0,1,0.0,1.0,0.0,0.0,0,5,0.0,0,0.0,0,10,0,1,0.0,0.0,0.0,0,1
1,1,1,9070,1,1,148.0,1,1,1,4,8,141.4,0,0,0,1,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0,0,14,12,0,0,-0.0,294.5,-4.06,0.0,-6.599999999999994,1.0,6.0,0.0,0.0,0.0,0.0,6,6,0,1,0.0,0.0,0.0,0.0,6,6,0.0,0,0.0,0,12,0,1,0.0,0.0,0.0,12,1
1,17,1,9254,1,1,148.0,1,1,1,4,8,145.2,0,0,0,1,1,0,20,0,0,6,7,6,13.714285714285714,0,0,6,8,6,14.714285714285714,0,16.2,0.3,-0.92,0,0,0,0,0,0,-0.0,324.0,-0.92,0.0,-2.8000000000000114,1.0,6.0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,0,0,1.0,1.3333333333333333,0.0,0.75,-2,0,1.0,0,14.214285714285714,12,0,0,0,1.0,1.0,1.1845238095238095,-3,0
4,39,1,9238,1,1,130.0,1,19,3,9,2,140.0,0,0,0,1,1,0,50,0,0,6,7,4,12.25,0,0,6,7,0,0.0,0,8.9,1.4,3.51,0,0,9,8,0,0,0.0,445.0,3.51,0.0,10.0,11.0,5.5,0.6666666666666666,1.1666666666666667,0.0,0.5714285714285714,-1,2,0,0,0.0,1.1666666666666667,0.0,0.0,-1,6,-12.25,-4,6.125,4,8,0,1,-8.25,0.3333333333333333,1.53125,-2,1
2,39,1,9991,0,1,130.0,1,37,37,9,9,140.0,1,0,0,1,1,0,31,0,0,5,8,1,11.0,0,0,5,5,1,13.0,0,9.4,-0.8,-3.12,0,1,8,8,0,0,-0.0,291.40000000000003,-3.12,-0.0,10.0,37.0,9.0,0.2,1.6,0.0,0.125,-3,4,0,0,0.2,1.0,0.0,0.2,0,4,2.0,0,12.0,2,8,0,0,2.0,0.2,6.0,-3,1
1,18,1,9238,1,1,122.0,1,1,3,9,2,112.6,1,0,0,1,1,0,21,0,0,6,9,6,10.166666666666666,0,0,6,10,6,10.5,0,12.7,3.7,-1.7,0,1,0,0,0,0,-0.0,266.7,-1.7,0.0,-9.400000000000006,2.0,5.5,1.0,1.5,0.0,0.6666666666666666,-3,0,0,0,1.0,1.6666666666666667,0.0,0.6,-4,0,0.3333333333333339,0,10.333333333333332,12,0,0,0,0.3333333333333339,1.0,0.861111111111111,-7,0
2,39,1,9119,1,1,110.0,1,37,37,9,9,106.8,0,0,0,1,1,0,34,0,0,5,8,1,10.0,0,0,5,9,0,0.0,0,8.9,1.4,3.51,0,0,10,9,0,0,0.0,302.6,3.51,0.0,-3.200000000000003,37.0,9.0,0.2,1.6,0.0,0.125,-3,4,0,0,0.0,1.8,0.0,0.0,-4,5,-10.0,-1,5.0,1,9,0,1,-9.0,0.1,5.0,-7,1
2,39,1,9991,0,1,110.0,1,37,37,1,4,120.0,1,0,0,0,1,0,40,0,0,5,10,2,10.5,0,0,5,5,3,10.666666666666666,0,9.4,-0.8,-3.12,1,2,5,5,0,40,-0.0,376.0,-0.0,-0.0,10.0,37.0,2.5,0.4,2.0,0.0,0.2,-5,3,0,0,0.6,1.0,0.0,0.6,0,2,0.16666666666666607,1,10.583333333333332,5,5,0,0,-0.8333333333333339,0.5,2.1166666666666663,-5,1
1,1,1,171,1,1,170.0,1,38,19,9,2,160.6,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,0,2,2,0,18,0,-0.0,228.6,-1.7,0.0,-9.400000000000006,28.5,5.5,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0.0,0.0,0.0,0,0
2,39,1,9070,1,12,110.0,1,37,38,5,10,130.0,0,0,1,0,1,1,46,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,2,3,14,12,46,92,-4.06,713.0,-0.0,2.8,20.0,37.5,7.5,0.0,1.0,0.0,0.0,0,6,0,1,0.0,1.0,0.0,0.0,0,6,0.0,0,0.0,0,12,0,1,0.0,0.0,0.0,0,1
1,43,5,8014,0,1,110.0,1,34,34,0,0,110.0,0,0,0,1,1,0,37,0,0,6,12,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,0,0,13,11,0,0,0.0,281.2,0.32,0.0,0.0,34.0,0.0,0.0,2.0,0.0,0.0,-6,6,0,1,0.0,2.0,0.0,0.0,-5,5,0.0,0,0.0,0,11,0,1,0.0,0.0,0.0,-11,1
1,39,1,9003,1,1,133.1,1,19,37,9,7,110.0,1,0,0,1,1,0,31,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,0,1,14,12,0,0,-0.0,502.2,-0.92,0.0,-23.099999999999994,28.0,8.0,0.0,1.3333333333333333,0.0,0.0,-2,6,0,1,0.0,1.6666666666666667,0.0,0.0,-4,6,0.0,0,0.0,0,12,0,1,0.0,0.0,0.0,-6,1
1,39,1,9003,1,1,133.1,1,1,19,4,10,145.8,0,0,0,1,1,0,34,0,0,6,15,5,13.333333333333334,0,0,6,15,5,12.4,0,12.4,0.5,1.79,0,0,2,2,0,0,0.0,421.6,1.79,0.0,12.700000000000017,10.0,7.0,0.8333333333333334,2.5,0.0,0.3333333333333333,-9,1,0,0,0.8333333333333334,2.5,0.0,0.3333333333333333,-9,1,-0.9333333333333336,0,12.866666666666667,10,2,0,0,-0.9333333333333336,0.8333333333333334,1.2866666666666666,-18,0
1,1,6,171,1,1,126.0,1,10,10,4,4,130.2,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,0,2,2,0,18,0,-0.0,169.20000000000002,-3.12,-0.0,4.199999999999989,10.0,4.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0.0,0.0,0.0,0,1
1,1,1,9670,1,1,137.0,1,38,37,9,9,122.3,0,0,0,1,1,1,18,0,0,6,7,6,13.571428571428571,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,0,1,0,0,18,0,0.0,223.20000000000002,1.79,0.0,-14.700000000000003,37.5,9.0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,0,0,1.0,1.0,0.0,1.0,0,0,0.7619047619047628,0,13.952380952380953,12,0,0,0,0.7619047619047628,1.0,1.1626984126984128,-1,0
1,17,4,9070,1,1,117.0,1,1,1,3,3,125.4,1,0,0,1,1,1,19,0,0,6,6,6,12.833333333333334,0,0,6,7,6,11.166666666666666,0,11.1,0.6,2.02,0,2,0,0,19,0,0.0,210.9,2.02,0.0,8.400000000000006,1.0,3.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,-1.6666666666666679,0,12.0,12,0,0,0,-1.6666666666666679,1.0,1.0,-1,0
1,43,1,9991,0,1,100.0,1,37,19,9,4,130.0,0,0,0,1,1,0,40,0,1,5,6,4,10.25,0,3,8,18,5,11.2,5,15.5,2.8,-4.06,0,0,4,4,0,0,-0.0,620.0,-4.06,0.0,30.0,28.0,6.5,0.8,1.2,0.2,0.6666666666666666,-1,1,0,0,0.625,2.25,0.375,0.2777777777777778,-10,3,0.9499999999999993,1,10.725,9,4,0,0,-0.05000000000000071,0.6923076923076923,1.1916666666666667,-11,1
1,39,1,9130,1,1,120.0,1,1,38,9,9,150.0,0,0,0,1,1,0,25,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,0,0,14,12,0,0,0.0,310.0,1.79,0.0,30.0,19.5,9.0,0.0,1.0,0.0,0.0,0,6,0,1,0.0,1.0,0.0,0.0,0,6,0.0,0,0.0,0,12,0,1,0.0,0.0,0.0,0,1
1,17,5,9119,1,1,126.0,1,38,38,5,9,116.9,1,0,1,1,1,0,20,0,0,5,5,4,14.5,0,0,6,8,3,13.333333333333334,0,11.1,0.6,2.02,1,2,4,4,0,20,2.02,222.0,2.02,0.6,-9.099999999999994,38.0,7.0,0.8,1.0,0.0,0.8,0,1,0,0,0.5,1.3333333333333333,0.0,0.375,-2,3,-1.166666666666666,-1,13.916666666666668,7,4,0,0,-0.16666666666666607,0.6363636363636364,1.9880952380952384,-2,1
1,39,1,9003,1,1,111.0,1,37,37,9,10,95.8,1,0,0,0,1,0,43,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,1,2,14,12,0,43,-0.0,666.5,-0.0,0.0,-15.200000000000003,37.0,9.5,0.0,0.0,0.0,0.0,6,6,0,1,0.0,0.0,0.0,0.0,6,6,0.0,0,0.0,0,12,0,1,0.0,0.0,0.0,12,1
1,43,1,9003,1,1,150.0,1,2,4,4,1,150.0,0,0,0,1,1,0,35,0,16,18,22,18,11.666666666666666,0,12,13,13,12,11.5,1,15.5,2.8,-4.06,0,0,1,1,0,0,-0.0,542.5,-4.06,0.0,0.0,3.0,2.5,1.0,1.2222222222222223,0.8888888888888888,0.8181818181818182,-4,0,0,0,0.9230769230769231,1.0,0.9230769230769231,0.9230769230769231,0,1,-0.16666666666666607,-6,11.583333333333332,30,1,0,0,5.833333333333334,0.967741935483871,0.38611111111111107,-4,0
